GO	Gm12878.Atf3	H1hesc.Atf3	K562.Atf3	Gm12878.Bcl11a	H1hesc.Bcl11a	Gm12878.Bcl3	K562.Bcl3	Gm12878.Cfos	K562.Cfos	H1hesc.Cjun	K562.Cjun	Gm12878.Cmyc	H1hesc.Cmyc	K562.Cmyc	H1hesc.Cebpb	K562.Cebpb	Gm12878.Ctcf	H1hesc.Ctcf	K562.Ctcf	Gm12878.E2f4	K562.E2f4	Gm12878.Egr1	H1hesc.Egr1	K562.Egr1	Gm12878.Ets1	K562.Ets1	Gm12878.Gabp	H1hesc.Gabp	K562.Gabp	Gm12878.Jund	H1hesc.Jund	K562.Jund	Gm12878.Max	H1hesc.Max	K562.Max	Gm12878.Mef2a	K562.Mef2a	Gm12878.Nfya	K562.Nfya	Gm12878.Nfyb	K562.Nfyb	Gm12878.Nrf1	H1hesc.Nrf1	K562.Nrf1	Gm12878.Nrsf	H1hesc.Nrsf	K562.Nrsf	Gm12878.P300	H1hesc.P300	K562.P300	Gm12878.Pu1	K562.Pu1	Gm12878.Rad21	H1hesc.Rad21	K562.Rad21	Gm12878.Rxra	H1hesc.Rxra	H1hesc.Sin3ak20	K562.Sin3ak20	Gm12878.Six5	H1hesc.Six5	K562.Six5	Gm12878.Sp1	H1hesc.Sp1	K562.Sp1	Gm12878.Srf	H1hesc.Srf	K562.Srf	Gm12878.Taf1	H1hesc.Taf1	K562.Taf1	Gm12878.Tbp	H1hesc.Tbp	K562.Tbp	Gm12878.Tcf12	H1hesc.Tcf12	Gm12878.Usf1	H1hesc.Usf1	K562.Usf1	Gm12878.Usf2	H1hesc.Usf2	K562.Usf2	Gm12878.Yy1	H1hesc.Yy1	K562.Yy1	Gm12878.Zbtb33	K562.Zbtb33
GO:0007049 cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.260010447472674	0.831107801328164	-2.38469926862652	-0.062729308381474	-5.6430488493004	NA	NA	0.385368722857827	-0.405635572611741	-0.636746533023447	-6.65977871613862	-14.3779660827459	NA	NA	NA	NA	NA	NA	NA	NA	0.0413112975883711	-0.892038800526941	-5.13071915908478	-9.88431462487495	-0.426879203697893	-13.2168301343079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.720401557447033	0.517018962963399	-4.52996997835411	NA	NA	-0.700926047031264	-0.324079669589341	0.0814730886944023	NA	NA	-2.93575743855174	-7.74454577959284	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4348734627734	-10.8357189138606	-14.3255982156586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051173 positive regulation of nitrogen compound metabolic process	0.981243638397395	0.464844657889118	2.53117263154075	NA	NA	-0.867479342894163	-0.209548430970255	0.264393416244949	2.00941447719852	0.0140367244836944	1.5316414911565	1.54469300543826	0.0928992148116799	2.57157759492787	0.178488184876909	1.72456522425282	-0.335196551247315	1.88530711860177	1.62883142261141	-0.169389633838001	6.11215961462692	14.049038395914	8.17976097148967	13.6815956279298	1.16020544722844	2.04513739061078	0.448782278021202	0.211435582134553	1.95233719205014	0.263250582674838	1.87797197111359	3.41413038488752	NA	NA	NA	1.05637600364317	0.257814089924538	1.12636028909837	1.17834497697455	1.72441796136058	2.47073780781895	0.857788204772847	0.246524218913271	0.05823015467291	0.825615296497114	-0.144857836629089	0.535722815086193	-0.131620021121452	3.65902854949091	0.510730393058914	-1.30053619541749	2.36817008635056	2.38861881360964	5.85123693227016	0.628009811977796	0.409224139266776	0.731352437186562	4.30142851731329	4.23634786542231	-0.0479293552817812	0.0936213318987861	0.0920507771259938	6.4546856195883	10.6836759665686	2.41401045369983	3.26329484563786	0.606255537556968	0.924368992295498	15.5462510735107	11.7965283179731	15.3794683536359	2.09342922101274	5.99021287486535	9.01875019442471	2.43749426936772	3.03479745120406	2.16506575417675	5.79581374056713	2.14236662287484	3.16503144380086	3.16825260317979	0.522081246265304	NA	NA	NA	NA	NA
GO:0045935 positive regulation of nucleobase-containing compound metabolic process	0.818331606414706	0.141629344984749	1.6524413902423	NA	NA	-0.90859014544683	-0.0122572625690128	0.333497857178295	1.94384142318933	0.0817427833072337	1.41152161808809	1.45345804161817	0.108239726081053	2.12831114570549	0.208748306065098	1.57290454163968	0.158561035645816	2.05360724812787	1.48581495607078	-0.0118372722120245	6.89381922716507	12.8885534050271	8.16422602922868	14.0784801507589	1.14017356830293	2.24810188362362	0.499959657219692	0.257501103920032	2.38163983786293	0.265029254092067	1.93888959303158	3.73669075585972	NA	NA	NA	1.41982581856438	0.334584076664475	1.28904643815471	1.41736462959523	2.30370391946214	3.03863373673138	0.608984686153631	0.152549114259024	-0.0517844831730787	0.957944739582736	-0.430407163573331	0.558197376443011	-0.328693970260074	3.09149328804549	0.907702185119787	-1.37847937306627	1.98823077521372	2.87235175709818	6.57360121217745	0.632387029632206	0.462556104074607	0.777226658376677	4.42569687523635	4.10826227852653	-0.0689024953510576	-0.0014122317411537	0.00981109469855549	6.12975278474281	10.0688953136057	2.24827730492296	3.50094480768534	0.46994851233838	0.984900363083454	15.5585566820062	11.1706480275877	16.7437848889291	2.3424770714784	5.46812365840648	9.55517585768627	2.46423391331732	3.07037767019663	1.96157954344711	5.98986850752406	1.73055022802537	3.30012412143547	2.99866943065287	0.442063292285137	NA	NA	NA	NA	NA
GO:0070647 protein modification by small protein conjugation or removal	NA	NA	NA	-0.93621193858945	-0.0311489051819858	NA	NA	NA	NA	NA	NA	-1.02682745062821	-0.0172982478176443	-8.49721925972903	NA	NA	NA	NA	NA	NA	NA	-10.9097051517273	-1.05155236977206	-11.3903085334798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.494827357778168	-1.11739990492624	-3.2026736378882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3079762028025	-9.77498863871477	-14.3996449987321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.0693890606487	-2.86640634750009	-3.30011161568454	NA	NA
GO:1902680 positive regulation of RNA biosynthetic process	0.517912473939698	-0.205274977345002	1.22904604382305	NA	NA	-0.457151892364531	0.241631602665936	0.260069660479046	1.42407369112546	0.180385692384564	1.47019878843782	1.72428760211368	0.122513103255305	0.865896141506693	0.255844297484732	2.0712635132832	0.242432308792658	1.53568122999013	1.66325171336744	0.0577870745976138	5.96360065239	13.4173133300272	8.7091795844353	15.383930426686	0.494484673986377	1.9223184487471	0.208370639227547	0.292927882666616	0.90856908418214	0.377515679236595	1.67426492001477	3.58688225679919	NA	NA	NA	1.59911082893395	-0.129141446279957	1.06051687045562	1.0858539284406	1.77707416554469	2.29611893721422	0.627785205815869	-0.028092811423688	-0.0577255518115922	0.679830833838903	-0.526294612188603	1.00488486610429	-0.691477465374342	2.40536763312141	1.2443304338902	-0.438116161743627	2.35386030569158	2.41020882095869	5.71599241393884	0.0886885172819542	0.442804198105514	0.344669925491296	3.63571730175971	4.14928096526213	-0.0686241344752526	0.14100960299981	-0.158091250940455	5.47710352311538	7.75509410680309	2.18285108801166	3.26804875252658	0.471675800237663	1.08259611051014	14.4836516274149	9.23580803137072	15.9377239507783	2.58123007737292	5.47578811653014	8.74395938953583	2.65281073098439	2.6411647181079	1.90961059608567	5.98783297814917	1.77240548326081	3.36312434815673	2.8027476885468	0.612884381462357	NA	NA	NA	NA	NA
GO:1903047 mitotic cell cycle process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.7013518978563	-0.0281797234767899	-6.72046906239725	NA	NA	NA	NA	NA	-4.09241483354374	-11.0550790497061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7463782196342	0.372954131741347	-14.3083324448612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.526818462283856	-1.11206592148222	-3.3956780275239	NA	NA	-0.942369845861895	1.26713703679625	-0.0746390966110616	NA	NA	-3.05092960642738	-12.1932899395101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019080 viral gene expression	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.127192618665244	-0.149303697059737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.07126821594095	-5.27721229578302	-5.4529052712169	-1.28089915740755	0.0290811682824573	-4.80862011154875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.82306611714454	-0.628447384746542	-2.10097422876648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53286124930432	-0.0408723791270035	-0.141972356437325	-0.458299773410857	-0.0590645827389547	-0.137938002941134	NA	NA	NA	NA	NA
GO:0045893 positive regulation of transcription, DNA-templated	0.37054165520362	-0.204916402129422	1.38478682548036	NA	NA	-0.431210779171279	0.218415583321003	0.264110235539977	1.46019656657099	0.192292186664072	1.5112666282673	1.78478332567013	0.118085517989442	1.2378864091599	0.275590736942005	2.05473400253773	0.226693339103925	1.54929509394229	1.66239005727372	0.0880315470339323	5.88900694855544	13.2990174353871	8.96451262893189	15.6810053536365	0.444497009309272	2.14327816614973	0.189429367424129	0.250276148524341	1.10677824781445	0.389177037354714	1.71073817109262	3.98276007193379	NA	NA	NA	1.70912298097548	-0.148406903063352	1.09796283587249	1.11827226264049	1.88590686797264	2.38479066557759	0.609040339798562	0.0309831419788184	-0.000903975923795418	0.61829842205081	-0.537805156566936	0.990504003407422	-0.788560531165526	2.31399550781851	1.66244660407059	-0.426920063196493	2.53317931910862	2.38596169648928	5.72315513470496	0.03343141170564	0.412811657326359	0.345738116645892	3.78393256774107	4.21418628523804	0.124022568745241	0.147232967749784	-0.133468129471862	5.82456671936514	8.12720154579232	2.29315010453954	3.10861148895165	0.466710678407675	1.07919688255036	14.1146046349844	9.150728166389	16.2215110297914	2.83232894331482	5.8289350733979	9.14828486132687	2.98969292030288	2.65185313458678	2.01178749105759	6.20523830177678	1.80844122946417	3.48236916389353	2.87417363470738	0.637393231151086	NA	NA	NA	NA	NA
GO:1903508 positive regulation of nucleic acid-templated transcription	0.37054165520362	-0.204916402129422	1.38478682548036	NA	NA	-0.431210779171279	0.218415583321003	0.264110235539977	1.46019656657099	0.192292186664072	1.5112666282673	1.78478332567013	0.118085517989442	1.2378864091599	0.275590736942005	2.05473400253773	0.226693339103925	1.54929509394229	1.66239005727372	0.0880315470339323	5.88900694855544	13.2990174353871	8.96451262893189	15.6810053536365	0.444497009309272	2.14327816614973	0.189429367424129	0.250276148524341	1.10677824781445	0.389177037354714	1.71073817109262	3.98276007193379	NA	NA	NA	1.70912298097548	-0.148406903063352	1.09796283587249	1.11827226264049	1.88590686797264	2.38479066557759	0.609040339798562	0.0309831419788184	-0.000903975923795418	0.61829842205081	-0.537805156566936	0.990504003407422	-0.788560531165526	2.31399550781851	1.66244660407059	-0.426920063196493	2.53317931910862	2.38596169648928	5.72315513470496	0.03343141170564	0.412811657326359	0.345738116645892	3.78393256774107	4.21418628523804	0.124022568745241	0.147232967749784	-0.133468129471862	5.82456671936514	8.12720154579232	2.29315010453954	3.10861148895165	0.466710678407675	1.07919688255036	14.1146046349844	9.150728166389	16.2215110297914	2.83232894331482	5.8289350733979	9.14828486132687	2.98969292030288	2.65185313458678	2.01178749105759	6.20523830177678	1.80844122946417	3.48236916389353	2.87417363470738	0.637393231151086	NA	NA	NA	NA	NA
GO:0031328 positive regulation of cellular biosynthetic process	0.720464163267312	0.0841331144767362	1.99487089623184	NA	NA	-0.486954038384333	0.0976975695661984	0.206872617755283	1.93243930080338	0.0688317038214726	2.22087534041324	1.29906133391201	0.0917786301848993	1.52691478158743	0.679683906919684	1.8610197363535	-0.105035828068675	1.31302709026678	1.12709314909216	0.000764385751922756	4.50776237454468	12.9384835194696	6.88009392391979	14.5436824143913	0.91948679871756	1.75784469639322	0.288471120137312	0.157639447458568	1.44163066568057	0.356797881936329	1.66240777128384	3.86299414995019	NA	NA	NA	1.13244788898835	0.211043407691692	0.813344066359541	0.952215121317106	1.15227432368829	2.26536130168104	0.620060513656924	0.0409159490137057	-0.0664969977538329	0.608367619682395	-0.677355850512815	1.05488932208704	0.183421004901828	2.77203430803207	0.97402844464412	0.0984833962741716	3.49545807797266	2.28043845520609	6.26399353183378	0.748367999841379	0.529997589553044	0.744321858804356	2.81380784294483	3.62552256908267	-0.00733427833624567	-0.0462858022760366	0.134665501516803	5.39685145629416	7.93648270300328	2.15188775370619	3.08598082064704	0.480233996474695	0.903423284733203	14.5581611675403	9.84457656860868	13.0161267962342	2.60306029360611	5.66125225085867	8.21450632238898	2.31489843501862	2.51865167000733	1.56746590760553	5.21158749431927	1.59601062327881	2.4612318331245	2.73923089817074	0.190875861983308	NA	NA	NA	NA	NA
GO:0006974 cellular response to DNA damage stimulus	NA	NA	NA	NA	NA	-2.47912258514318	-0.993049756072644	NA	NA	NA	NA	-2.43439308618144	-0.0240661610326649	-5.90733347781393	NA	NA	NA	NA	NA	-3.60710706836861	-7.41057340089922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.71941701684168	-1.29621785995853	-2.16858950776667	NA	NA	0.112114653994276	0.00369983247479736	-0.261177340436219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.25090071075717	-6.46652319280258	-12.6207889476287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.09177103835103	-1.68483623203315	-6.67016193950839	NA	NA
GO:0044033 multi-organism metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.157354749051195	-0.0345967030730862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.47531193850234	-4.75273513569232	-5.52518074723409	-1.59743536032251	-0.288308113493629	-4.60634242785419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.47855038483109	-0.774894252633514	-2.02544915545632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.499016725416585	-0.0728639200438915	-0.141296369954372	-1.01272145156409	-0.0608388252121859	0.00587078035012333	NA	NA	NA	NA	NA
GO:0019083 viral transcription	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.146591181771348	-0.29120094115161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.28324606975127	-5.11719686906758	-5.14910250258312	-1.37368715592643	-0.237430041805234	-4.65151241006846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.82767854152274	-0.064311382086234	-1.89725438601275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496901398694923	-0.088432936141972	0.0439042086640776	-0.238773193550654	-0.0692465517455132	-0.0201119427959875	NA	NA	NA	NA	NA
GO:0065003 macromolecular complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0495613612245765	0.138991773207439	-1.21863649391002	0.082000666020541	-2.74164976034956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.10962744722831	0.598581922630065	-6.13842026695365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.461295185439962	-1.43044427116816	-4.48889268192299	NA	NA	NA	NA	NA	0.0539302940714071	-0.19374584698853	NA	NA	NA	NA	NA	NA	NA	NA	-1.23688198678299	-0.580923260937241	-0.710103411856791	-7.17606498186848	-5.27586254245133	-5.87572928187597	-8.75568575891174	-7.65419419002876	-6.16115295124796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009891 positive regulation of biosynthetic process	0.711500357187881	0.166256146716279	2.00821067186242	NA	NA	-0.403315798020539	0.0441684834198968	0.192177032938656	1.84030258807353	0.0640903399508008	2.11789829197559	1.22448348970753	0.0878905672602988	1.65331430796961	0.631134969901211	1.60375846071381	-0.285512382728685	1.29981909002308	1.28165176420643	-0.00113170903402324	4.39879105611939	12.7498182158059	6.96787134435571	14.4429310681573	1.00017779862035	1.81194501831073	0.258410998922064	0.144577725765541	1.36935134462083	0.343438978012305	1.7032018486389	3.78543245352338	NA	NA	NA	1.07387743699718	0.101254053442877	0.789923803394483	1.1461946329258	1.33017634202589	2.5840436579185	0.574392101384976	0.0249317425471345	-0.0476132207149746	0.562842801849098	-0.713904170374227	1.1667504490522	0.215030600463566	3.0023988057324	0.882659598415848	0.225411474569268	3.34216673709724	2.23012826600893	6.3756352732715	0.707597124563889	0.513684740926759	0.695277731821498	2.82762100040744	3.61484919011278	-0.0357907178679288	-0.0292097530980987	0.123662069545611	5.5677999605551	7.85261833970296	2.27486024139456	3.07849465494616	0.630357278463683	0.937042210026109	14.5592035127717	9.37852425322638	12.6774797369484	2.81755064904125	5.57306776110607	8.15799218328327	2.53664009717833	2.8763642462257	1.56533663807118	4.98568305850439	1.43332844273967	2.55417599917259	2.80942230428122	0.0864321838081384	NA	NA	NA	NA	NA
GO:0006259 DNA metabolic process	NA	NA	NA	NA	NA	NA	NA	-0.643808654763572	-1.64389796072249	-0.24878432084144	-0.0690178742218718	-2.65231442933719	-0.0526350512320771	-5.13792451401737	NA	NA	0.10834683483145	-0.488150689528366	0.194048387809211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10327311478741	-0.487025557011289	-3.85060635865034	-4.10248820586831	-2.04810259062027	0.464757929764426	-0.316858181795626	-0.168076313881168	NA	NA	-2.81450444763862	-6.00256223488576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.4954149086144	-1.546653003257	-6.18509550334895	NA	NA
GO:0022402 cell cycle process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.04501649699828	-0.0275647847743907	-7.65466416927933	NA	NA	-0.567671714337446	0.988700716188434	-1.03660035912818	-7.54294154842313	-16.0798702350495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.33030346970626	-0.238193972483848	-15.8165355250715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.813737453945123	-1.06295837281373	-4.26261948999647	NA	NA	-1.01568539756675	0.921803905329105	-0.0101716456919073	NA	NA	-5.46432578644228	-12.151218233203	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9961157460566	-9.57742862786299	-19.4551296931747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016032 viral process	NA	NA	NA	NA	NA	-2.33611222870737	-2.22819384126279	NA	NA	-0.409253650680764	1.04860359279811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.71139493695475	-2.05971102197448	-2.65835755689705	-2.45778877421899	-0.831408632958844	-3.1964764499906	NA	NA	NA	NA	NA	-0.322455381742362	0.0363049612939293	-0.447074618499586	0.664959700385696	NA	NA	NA	-6.43861739092099	1.00719280528756	0.942381681498881	NA	NA	NA	0.537906274143527	-1.831750909717	-3.02972022514753	-14.0322266755736	-4.26900661258209	0.332142089824944	NA	NA	0.926114590518503	-0.14542699117891	0.412828683541113	1.5950117590684	-0.435015681207679	-0.696942535559305	NA	NA	NA	NA	NA
GO:0071822 protein complex subunit organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.12222501217252	0.102260896269903	-0.567357222104946	0.0625506294733547	-3.22841442493454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.16853783578332	0.607391236239451	-3.16069656756931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.408933065821326	-0.868907113079333	-5.140294851843	NA	NA	NA	NA	NA	-0.547327142977448	-0.0647358029936463	NA	NA	NA	NA	NA	NA	NA	NA	-0.911369914709558	-0.262408159141347	-0.280817411077398	-5.03899195480706	-4.19161032110701	-3.95173510747967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044764 multi-organism cellular process	NA	NA	NA	NA	NA	-2.19762530459464	-2.1806198289935	NA	NA	-0.402388269226657	1.01213118452865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.65358703508606	-2.0841350654694	-2.65929803587332	-2.41600381888996	-0.803545581734638	-3.19268209986255	NA	NA	NA	NA	NA	-0.317591040150522	0.0171117237216453	-0.419156897078469	0.631062128820045	NA	NA	NA	-6.32132693702219	1.02246390888702	0.934901644300115	NA	NA	NA	0.696535076061354	-1.78335971271247	-3.02314127604871	-13.7390155029041	-4.05414142430703	0.224240544866001	NA	NA	0.925998375964794	-0.148678315266389	0.387553944353958	1.54233696239964	-0.415734257676022	-0.679375216319217	NA	NA	NA	NA	NA
GO:0044403 symbiosis, encompassing mutualism through parasitism	NA	NA	NA	NA	NA	-2.70669490191484	-2.1839660146079	NA	NA	-0.401239205556674	1.04053119400877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.63066903740845	-1.87049978111168	-2.70007387056504	-2.63421324063197	-0.827881687089867	-3.59412784371346	NA	NA	NA	NA	NA	-0.286220941086839	0.0441785868754933	-0.503156824009114	1.07674404483508	NA	NA	NA	-6.01170118829143	0.802987133558404	1.00002597720939	NA	NA	NA	0.523442803030591	-1.77820414774003	-2.81232954191108	-12.7813219942693	-4.01604735899855	0.396293544566346	NA	NA	1.16147968876786	-0.131488613943972	0.5742733641175	1.65249452701742	-0.362909948362262	-0.72859190508353	NA	NA	NA	NA	NA
GO:0044419 interspecies interaction between organisms	NA	NA	NA	NA	NA	-2.70669490191484	-2.1839660146079	NA	NA	-0.401239205556674	1.04053119400877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.63066903740845	-1.87049978111168	-2.70007387056504	-2.63421324063197	-0.827881687089867	-3.59412784371346	NA	NA	NA	NA	NA	-0.286220941086839	0.0441785868754933	-0.503156824009114	1.07674404483508	NA	NA	NA	-6.01170118829143	0.802987133558404	1.00002597720939	NA	NA	NA	0.523442803030591	-1.77820414774003	-2.81232954191108	-12.7813219942693	-4.01604735899855	0.396293544566346	NA	NA	1.16147968876786	-0.131488613943972	0.5742733641175	1.65249452701742	-0.362909948362262	-0.72859190508353	NA	NA	NA	NA	NA
GO:0051726 regulation of cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.260299175201797	0.877478861333928	-0.808655365400599	-0.0582101001821226	-3.23527303040987	NA	NA	0.555310224736718	-0.293357156372154	-0.332803795957368	-4.99381947945638	-2.57220908975651	NA	NA	NA	NA	NA	NA	NA	NA	0.0268580374991128	-0.173215768723077	-4.36720545537389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.448339802611671	0.676963674914678	-1.03229987058009	NA	NA	0.144890747678713	0.45581746414747	0.0515601210396343	NA	NA	-0.0732700447129983	-5.28198263145285	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.19492755000721	-3.7571616852067	-4.54039931920184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000122 negative regulation of transcription from RNA polymerase II promoter	0.172058991799281	0.0861216558740068	1.79228926714691	-0.755451461703026	1.03450559084605	NA	NA	NA	NA	-0.476440992964496	0.544332131173972	0.231169614256392	-0.0882039256302729	1.9354266314449	NA	NA	1.44827051303081	0.952982308106417	1.1447279990844	NA	NA	17.1978200569286	13.9709703363163	18.846487677921	NA	NA	-0.0184368270272059	0.0659690962998527	1.1135844843484	-0.0296702112962643	1.28325292204052	2.63619360093355	NA	NA	NA	1.33626879379853	2.86830729894019	NA	NA	NA	NA	NA	NA	NA	0.981259433606184	-0.0495216737533738	3.41617417092576	0.723289171938212	8.28033979122484	2.8895620546989	0.688815867952181	1.8557263361442	NA	NA	NA	0.135179998117851	0.232646848116406	7.40268304692652	5.65956576347924	NA	NA	NA	NA	NA	NA	2.1707233066776	0.186265782215869	1.44083128158733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9583801181782	9.62570243443316	7.33689625456639	NA	NA
GO:0019058 viral life cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.338042821945619	-0.178430915392783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.90743105473018	-4.55698402685347	-3.21247840422665	-1.55721372897494	-0.53926909912619	-4.66392140893652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.88153354113202	1.50396703086016	-0.566528546862996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316051197835035	-0.0483386263375239	-0.28718603882618	-0.781827679255443	-0.204009568567241	-0.391829927326902	NA	NA	NA	NA	NA
GO:0051276 chromosome organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.90760088444248	-0.0197954456681269	-1.99044452748261	NA	NA	0.464625319771365	0.185477528658685	0.591513790911853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.66010092283131	-0.642095640229965	-1.04606143634635	-0.260890365528577	-0.71459538834865	-3.26016628653986	-2.1284583696448	-1.77022718201469	0.238612769875034	1.0227034555006	-0.0694202825638609	NA	NA	-2.94587128598953	-1.36500559924488	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.89144948205695	4.53767582902896	-3.92345066871991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
