Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0043062	extracellular structure organization	0.0487110851118999	0.203812236895614	-0.308596670030838	0.734476946858079	depleted	314	66	146349.869426752	7143, 4146, 960, 2113, 3680, 4791, 6662, 2296, 3936, 5155, 6624, 7093, 7101, 255743, 176, 323, 1215, 1278, 1282, 1285, 1295, 1297, 1302, 1310, 1462, 1463, 2295, 3339, 3371, 3384, 3696, 3909, 3914, 4313, 4629, 4811, 4851, 4868, 4921, 5340, 5747, 7040, 7057, 7077, 7092, 7124, 7148, 8837, 10266, 10585, 23332, 27031, 50509, 51144, 55612, 55959, 56155, 63827, 64856, 79625, 80070, 81621, 90102, 133584, 146206, 151887
Gene Ontology Biological Process	GO:0045017	glycerolipid biosynthetic process	0.0489080867351166	0.204167598679355	-0.352781735346263	0.702730557881494	depleted	258	70	132756.771317829	5295, 5336, 1103, 3631, 3635, 5155, 5321, 5728, 23175, 23533, 51099, 55500, 718, 949, 1119, 2171, 2181, 3356, 3612, 3667, 5279, 5283, 5291, 5338, 5359, 6720, 7376, 8395, 8503, 8660, 8760, 8776, 8813, 8817, 8867, 8898, 9104, 9487, 9488, 9489, 9791, 9965, 9971, 10026, 10062, 10400, 22876, 23259, 23556, 51196, 54675, 54872, 55294, 55326, 55361, 56895, 57153, 57605, 57678, 64850, 80821, 81490, 83394, 137964, 146850, 150094, 171586, 204962, 253558, 376497
Gene Ontology Biological Process	GO:0060349	bone morphogenesis	0.0489488382543727	0.204167598679355	-0.598118681843523	0.54984509721927	depleted	87	19	213466.344827586	4146, 3638, 4208, 6662, 2296, 4209, 249, 659, 1112, 2778, 4041, 4664, 5191, 5916, 6474, 7040, 8817, 22856, 134701
Gene Ontology Biological Process	GO:0046718	viral entry into host cell	0.0489543166439934	0.204167598679355	-0.593098413879826	0.55261240745323	depleted	112	29	100778.642857143	5818, 972, 3965, 4684, 6504, 7037, 8764, 949, 2060, 2219, 2934, 3356, 3416, 3916, 3921, 4864, 6510, 7113, 7293, 7726, 7852, 9213, 9972, 10410, 10475, 11060, 55223, 222256, 222537
Gene Ontology Biological Process	GO:0030198	extracellular matrix organization	0.0491782278025269	0.20463922487782	-0.30839707324374	0.734623560728211	depleted	313	65	146580.654952077	7143, 4146, 960, 2113, 3680, 4791, 6662, 2296, 3936, 5155, 6624, 7093, 7101, 255743, 176, 323, 1215, 1278, 1282, 1285, 1295, 1297, 1302, 1310, 1462, 1463, 2295, 3339, 3371, 3384, 3696, 3909, 3914, 4313, 4629, 4811, 4851, 4868, 4921, 5340, 5747, 7040, 7057, 7077, 7092, 7124, 7148, 8837, 10266, 10585, 23332, 27031, 50509, 51144, 55612, 55959, 63827, 64856, 79625, 80070, 81621, 90102, 133584, 146206, 151887
Gene Ontology Biological Process	GO:0045931	positive regulation of mitotic cell cycle	0.0491864002420037	0.20463922487782	-0.515092678767547	0.597445221565512	depleted	128	28	141022.1328125	8498, 3280, 57521, 994, 1906, 1977, 5155, 84250, 301, 595, 990, 1654, 1814, 1950, 4041, 4085, 5586, 5962, 7040, 7480, 8678, 8766, 9525, 9585, 23236, 26057, 55023, 55719
Gene Ontology Biological Process	GO:0006409	tRNA export from nucleus	0.0493606646108126	0.204868599136912	-1.72372419368235	0.178400511144183	depleted	33	7	80624.2121212121	5901, 8086, 9972, 23279, 53371, 81929, 129401
Gene Ontology Biological Process	GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	0.0493606646108126	0.204868599136912	-1.72372419368235	0.178400511144183	depleted	33	7	80624.2121212121	5901, 8086, 9972, 23279, 53371, 81929, 129401
Gene Ontology Biological Process	GO:0070229	negative regulation of lymphocyte apoptotic process	0.0496465488424688	0.205889506011493	-1.44969092816804	0.234642798367326	depleted	28	5	209760.928571429	972, 1831, 8660, 57181, 57678
Gene Ontology Biological Process	GO:0002700	regulation of production of molecular mediator of immune response	0.0497147606403178	0.206006787263775	-0.584714736865228	0.55726480624613	depleted	110	33	122129.036363636	972, 6504, 6885, 7009, 7037, 8764, 567, 1178, 1432, 2625, 2865, 3565, 4292, 4436, 5590, 6375, 7040, 7098, 7099, 7124, 7189, 7293, 8482, 9984, 10225, 10892, 11213, 30009, 51010, 54440, 79004, 90865, 114548
Gene Ontology Biological Process	GO:0072337	modified amino acid transport	0.0497689780177478	0.20605696589627	-2.02280141165489	0.132284362562319	depleted	26	3	97491.0769230769	6509, 54407, 9368
Gene Ontology Biological Process	GO:1902117	positive regulation of organelle assembly	0.0498205299505856	0.20605696589627	-0.808951551577744	0.445324721549874	depleted	59	17	136486.694915254	1906, 3936, 6624, 10015, 10801, 79734, 4848, 6386, 6714, 7124, 8678, 9525, 9696, 10733, 53407, 90678, 91807
Gene Ontology Biological Process	GO:0007094	mitotic spindle assembly checkpoint	0.0498466938241025	0.20605696589627	-1.95719771954675	0.141253699302439	depleted	27	3	105271.666666667	4085, 8379, 56155
Gene Ontology Biological Process	GO:0031297	replication fork processing	0.0500024767786794	0.206371669384192	-1.82220047231798	0.161669609737278	depleted	27	6	122790	5111, 5888, 6419, 9984, 80198, 378708
Gene Ontology Biological Process	GO:0014032	neural crest cell development	0.050003653475276	0.206371669384192	-0.716347534731813	0.488533352385434	depleted	58	18	275327.379310345	3084, 3280, 6662, 1906, 2296, 2637, 2668, 90, 1947, 4254, 5979, 6469, 6591, 9965, 10016, 30812, 59349, 65979
Gene Ontology Biological Process	GO:0038095	Fc-epsilon receptor signaling pathway	0.0501132352487119	0.206371669384192	-0.541470160706298	0.581892148251203	depleted	123	43	114745.089430894	5295, 5336, 801, 3702, 4773, 5530, 6233, 6654, 6885, 10451, 2241, 2353, 3725, 4067, 4792, 5291, 5532, 5534, 5599, 5602, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 6416, 6500, 7189, 7311, 7314, 7316, 7321, 7410, 8945, 9491, 9861, 10892, 23291
Gene Ontology Biological Process	GO:0043254	regulation of protein complex assembly	0.0506634633288758	0.20795772092323	-0.286462379861509	0.750915327538338	depleted	374	107	125721.21657754	11075, 10602, 753, 1499, 2288, 2932, 3936, 5341, 5580, 5987, 6624, 7114, 10788, 10923, 23379, 26054, 55729, 56937, 57580, 80206, 84250, 90427, 388630, 637, 830, 885, 1015, 1236, 1482, 1642, 1654, 2071, 2072, 2073, 2099, 2185, 2241, 2629, 2934, 2967, 3320, 3416, 3725, 4641, 4690, 4868, 5195, 5216, 5366, 5590, 5700, 5701, 5702, 5894, 5962, 6047, 6188, 6356, 6653, 6709, 6711, 6714, 6927, 7040, 7099, 7124, 7417, 7429, 7480, 7507, 8739, 8936, 8976, 9113, 9447, 9780, 9855, 9978, 10013, 10018, 10096, 10399, 10435, 11315, 23064, 23332, 23514, 24139, 24144, 27236, 51185, 51339, 55243, 55719, 55832, 57180, 57600, 57731, 81873, 84501, 93663, 114088, 129293, 146206, 152138, 253725, 339005
Gene Ontology Biological Process	GO:0044784	metaphase/anaphase transition of cell cycle	0.0506692876915099	0.20795772092323	-1.01867801900389	0.361071955064122	depleted	46	7	109067.391304348	996, 10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:1905818	regulation of chromosome separation	0.0506692876915099	0.20795772092323	-1.01867801900389	0.361071955064122	depleted	46	7	109067.391304348	996, 10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:1902904	negative regulation of supramolecular fiber organization	0.050738769588052	0.208077354773259	-0.548081292655501	0.578057870901062	depleted	110	23	151080.854545455	11075, 2288, 5580, 7114, 10163, 80206, 830, 2934, 4653, 5216, 5962, 6709, 6711, 7429, 10013, 23332, 23384, 24139, 50944, 57731, 90102, 146206, 253725
Gene Ontology Biological Process	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.0508445758488663	0.208345644800875	-1.05091518021521	0.349617639507944	depleted	44	6	110595.840909091	10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:0042089	cytokine biosynthetic process	0.0509354274068285	0.208552277771292	-0.583696153374792	0.557832716160304	depleted	108	26	123641.277777778	3578, 3625, 3635, 3662, 51311, 57336, 1054, 1215, 2625, 2693, 3315, 3565, 3593, 3659, 5553, 5724, 7057, 7098, 7099, 7124, 7189, 10394, 10643, 29110, 59067, 115650
Gene Ontology Biological Process	GO:0044550	secondary metabolite biosynthetic process	0.0511687973442952	0.209338726751897	-1.69973759760003	0.18273146693777	depleted	21	5	258381	4644, 1638, 4157, 4948, 283652
Gene Ontology Biological Process	GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	0.0512086592674731	0.209338726751897	-0.635357956772371	0.52974582826768	depleted	94	21	124072.595744681	3837, 4916, 5978, 6256, 213, 2033, 2332, 3725, 3836, 3838, 3841, 5340, 5479, 5702, 6597, 6882, 7040, 7298, 10018, 10318, 11334
Gene Ontology Biological Process	GO:0043330	response to exogenous dsRNA	0.0514770968363236	0.210122215710797	-1.24235830651165	0.28870256534232	depleted	44	9	73553.9545454545	1653, 4792, 7098, 8767, 11213, 23180, 56832, 79594, 340061
Gene Ontology Biological Process	GO:0048745	smooth muscle tissue development	0.0514817756655257	0.210122215710797	-1.57541405222026	0.206921858486514	depleted	19	5	278005.421052632	6662, 4638, 6469, 25976, 64220
Gene Ontology Biological Process	GO:1904037	positive regulation of epithelial cell apoptotic process	0.0516177781808938	0.210510764929037	-1.68567398230062	0.185319487800889	depleted	25	6	150924.4	356, 1965, 2934, 7057, 10891, 27250
Gene Ontology Biological Process	GO:0098869	cellular oxidant detoxification	0.0517304751929593	0.210653903978986	-0.669641218320873	0.511892202387906	depleted	93	27	93970.4731182796	3040, 4780, 2879, 213, 655, 2954, 4258, 4846, 5052, 5743, 6415, 6647, 6648, 7124, 7295, 7296, 8288, 9104, 9588, 10935, 11315, 25824, 51714, 64359, 127281, 140809, 373156
Gene Ontology Biological Process	GO:0043242	negative regulation of protein complex disassembly	0.0518330821115733	0.210879947089816	-0.819520721583434	0.440642794485352	depleted	59	15	127809.372881356	11075, 830, 2934, 5962, 6709, 6711, 7124, 7429, 10013, 11213, 23332, 23384, 57731, 146206, 253725
Gene Ontology Biological Process	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0518718071054423	0.210879947089816	-0.336702207371629	0.714121468350593	depleted	271	62	135739.402214022	639, 11218, 56853, 994, 1499, 2120, 2296, 3622, 3625, 6654, 6732, 9444, 23762, 26038, 54361, 135935, 390243, 90, 408, 2185, 2488, 3020, 3021, 3973, 4292, 4436, 4948, 5518, 5901, 5990, 6092, 6194, 6595, 6714, 7040, 7073, 8549, 9025, 9665, 9757, 9897, 10361, 11057, 11144, 22862, 54888, 55342, 55818, 57178, 64753, 79727, 81892, 83990, 91603, 135138, 147912, 152015, 171483, 171484, 201164, 344758, 346673
Gene Ontology Biological Process	GO:0006582	melanin metabolic process	0.052070977419466	0.211486563259134	-1.69446947195605	0.183696659410054	depleted	19	5	296527.789473684	4644, 1638, 4157, 4948, 283652
Gene Ontology Biological Process	GO:0099054	presynapse assembly	0.0521440024162857	0.211486563259134	-1.64585298345792	0.192847996466682	depleted	16	4	630577.375	57502, 5728, 5789, 7476
Gene Ontology Biological Process	GO:0043534	blood vessel endothelial cell migration	0.0523208279093647	0.211883671681984	-0.667482412563332	0.512998471902518	depleted	76	22	206603.934210526	4780, 5155, 7101, 7114, 498, 949, 1960, 2185, 3164, 3315, 4851, 5025, 5743, 6091, 7040, 7057, 7424, 9270, 51378, 54567, 90627, 154810
Gene Ontology Biological Process	GO:0045785	positive regulation of cell adhesion	0.0523920360840296	0.211883671681984	-0.273362729353178	0.760816766997788	depleted	377	113	165338.363395225	1012, 3707, 5295, 10562, 960, 2113, 3280, 5420, 6251, 7070, 8874, 54518, 972, 2932, 3113, 3122, 3170, 3329, 3965, 4860, 5795, 6093, 6504, 6885, 7037, 8764, 8943, 9308, 10370, 10451, 23308, 54361, 57580, 201294, 255743, 301, 655, 1236, 1295, 1326, 1947, 1960, 2185, 2625, 3117, 3119, 3127, 3142, 3565, 3574, 3592, 3593, 3987, 4067, 4651, 4653, 4690, 4811, 5590, 5724, 5777, 5788, 5979, 6188, 6347, 6375, 6469, 6657, 6714, 7040, 7124, 7189, 7248, 7424, 8546, 8651, 8740, 8744, 8767, 8808, 8826, 8995, 9020, 9093, 9265, 9270, 9289, 9780, 10125, 10892, 11006, 11221, 29126, 29851, 29984, 51144, 54440, 55083, 55612, 55615, 57178, 57678, 59067, 79625, 80005, 80380, 114548, 115650, 133584, 146850, 151887, 201627, 285613
Gene Ontology Biological Process	GO:1901880	negative regulation of protein depolymerization	0.0524061959810451	0.211883671681984	-0.840263703954232	0.431596694666175	depleted	56	13	130988.178571429	11075, 830, 2934, 5962, 6709, 6711, 7429, 10013, 23332, 23384, 57731, 146206, 253725
Gene Ontology Biological Process	GO:0070741	response to interleukin-6	0.0525328938257755	0.212121173390454	-1.2898486602426	0.275312445655808	depleted	31	8	160020.870967742	3170, 2241, 5740, 6347, 10402, 10891, 22904, 55022
Gene Ontology Biological Process	GO:1901989	positive regulation of cell cycle phase transition	0.052547171853654	0.212121173390454	-0.775229437194922	0.460598090540888	depleted	66	14	138955.53030303	57521, 301, 595, 990, 1654, 4869, 5962, 7040, 7480, 8766, 9525, 23236, 26057, 81610
Gene Ontology Biological Process	GO:0043367	CD4-positive, alpha-beta T cell differentiation	0.0528521358665532	0.213185433100507	-0.746625308894948	0.47396333675586	depleted	63	18	200655.650793651	6095, 3662, 3965, 9308, 10538, 301, 2625, 3142, 3565, 3593, 5590, 5971, 6097, 8767, 8995, 51043, 54440, 114548
Gene Ontology Biological Process	GO:0001960	negative regulation of cytokine-mediated signaling pathway	0.0531519810904253	0.214060164282205	-1.05134295089354	0.349468115316447	depleted	42	13	182974.785714286	84166, 103, 5788, 6091, 7376, 8996, 9370, 9971, 10062, 11213, 79594, 152138, 171392
Gene Ontology Biological Process	GO:0006360	transcription from RNA polymerase I promoter	0.0535681348614989	0.215399850156253	-0.916657294679995	0.399853401748039	depleted	61	14	76615.131147541	23160, 468, 2071, 2967, 4331, 4691, 5457, 6597, 23645, 25885, 25926, 79101, 84172, 387496
Gene Ontology Biological Process	GO:0046825	regulation of protein export from nucleus	0.0536332274059197	0.215493629429237	-1.14316330568802	0.318808934934532	depleted	38	9	123873.131578947	2932, 7514, 580, 2010, 6659, 7295, 7531, 11315, 23144
Gene Ontology Biological Process	GO:2000785	regulation of autophagosome assembly	0.0537407546141149	0.215665026348289	-1.37026435944028	0.254039792857668	depleted	34	7	95423.5	8100, 8131, 8678, 23256, 83452, 90678, 128866
Gene Ontology Biological Process	GO:1902105	regulation of leukocyte differentiation	0.0539523617805831	0.216270578419602	-0.34700947069693	0.706798634350395	depleted	239	73	164242.163179916	3707, 5295, 639, 9935, 23240, 677, 861, 972, 1499, 3398, 3635, 3662, 3965, 4860, 5458, 6654, 8943, 9308, 9607, 301, 634, 678, 814, 1840, 1960, 2175, 2353, 2488, 2625, 2778, 3142, 3565, 3574, 3592, 3593, 3659, 3725, 3973, 4067, 4254, 4609, 5457, 5590, 5777, 6469, 6647, 6935, 7040, 7071, 7098, 7099, 7124, 7189, 8546, 8651, 8744, 8767, 8808, 8995, 9370, 9770, 10125, 10766, 11006, 11221, 22806, 51043, 54440, 57178, 114548, 146850, 171392, 441478
Gene Ontology Biological Process	GO:0042149	cellular response to glucose starvation	0.0543377024663846	0.217609157306162	-1.36556800972745	0.255235658469493	depleted	34	8	93345.8529411765	4780, 468, 3178, 5366, 6513, 8678, 55846, 80315
Gene Ontology Biological Process	GO:0071456	cellular response to hypoxia	0.0543706539576745	0.217609157306162	-0.417438465713629	0.658732025206008	depleted	185	60	127046.216216216	1788, 4780, 6095, 677, 1906, 5728, 6233, 6546, 6547, 7009, 7323, 10370, 23409, 655, 1263, 2023, 2033, 2034, 2627, 2782, 3751, 3777, 4000, 4194, 4609, 4851, 5230, 5366, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 5740, 5743, 6548, 6714, 6923, 7311, 7314, 7316, 7321, 8837, 9491, 9861, 9978, 10891, 29979, 51378, 54583, 79625, 79723, 83990, 84709, 132864
Gene Ontology Biological Process	GO:0010762	regulation of fibroblast migration	0.0545610983635552	0.218202098029133	-1.29607789735422	0.273602789606858	depleted	30	8	162555.033333333	8874, 6546, 2241, 4921, 7040, 7057, 9270, 10911
Gene Ontology Biological Process	GO:0031954	positive regulation of protein autophosphorylation	0.0547337607235508	0.218723060861966	-1.34619021937247	0.26022979292235	depleted	25	9	201373.52	801, 5155, 6714, 7424, 8826, 9770, 10111, 56034, 152110
Gene Ontology Biological Process	GO:0042730	fibrinolysis	0.0549854763260141	0.219219530421875	-2.22405657549836	0.108169420193218	depleted	27	3	147273.444444444	2811, 5340, 7057
Gene Ontology Biological Process	GO:0070663	regulation of leukocyte proliferation	0.0551252627836299	0.219310093210591	-0.38485060373885	0.680552300579483	depleted	202	64	146189.782178218	639, 3280, 4004, 4208, 23240, 196, 972, 1026, 1499, 3113, 3635, 3965, 4773, 4860, 6504, 6654, 7037, 7128, 8764, 10451, 23308, 301, 836, 1141, 1178, 1947, 3565, 3574, 3592, 3593, 3659, 4067, 4254, 4690, 5573, 5621, 5777, 5788, 5880, 6188, 6375, 6469, 7040, 7099, 7189, 7293, 8379, 8660, 8744, 8767, 8995, 9093, 22806, 29126, 51293, 54440, 57162, 57181, 57678, 59067, 63925, 64844, 80380, 115650
Gene Ontology Biological Process	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.0551521654930272	0.219310093210591	-1.0028806414756	0.366821237279951	depleted	45	7	110415.088888889	996, 10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:0010965	regulation of mitotic sister chromatid separation	0.0551521654930272	0.219310093210591	-1.0028806414756	0.366821237279951	depleted	45	7	110415.088888889	996, 10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:0007266	Rho protein signal transduction	0.0553323669155456	0.219310093210591	-0.412319709427272	0.662112558582996	depleted	166	39	179439.548192771	150, 1012, 8874, 10602, 64411, 5923, 6093, 6654, 9423, 10451, 50650, 57580, 221472, 394, 396, 408, 1278, 2859, 4653, 5894, 5924, 6091, 7074, 7410, 9138, 9289, 9475, 9855, 10435, 29984, 50649, 57381, 57480, 65078, 65979, 80243, 137735, 152015, 347273
Gene Ontology Biological Process	GO:0039694	viral RNA genome replication	0.0553530755993846	0.219310093210591	-2.6261024012126	0.0723599433596854	depleted	24	3	116521.791666667	2332, 5094, 9475
Gene Ontology Biological Process	GO:0039703	RNA replication	0.0553530755993846	0.219310093210591	-2.6261024012126	0.0723599433596854	depleted	24	3	116521.791666667	2332, 5094, 9475
Gene Ontology Biological Process	GO:0030071	regulation of mitotic metaphase/anaphase transition	0.055376378686252	0.219310093210591	-1.0345795112553	0.35537578102828	depleted	43	6	112041.76744186	10783, 990, 4085, 8379, 56155, 57520
Gene Ontology Biological Process	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0553907833792208	0.219310093210591	-0.555116611452588	0.574005321699199	depleted	109	31	141383.568807339	9683, 863, 4780, 2272, 2932, 5887, 9709, 1263, 1452, 2629, 3326, 5663, 5886, 6386, 6469, 6880, 7480, 9604, 9817, 10399, 11315, 25897, 29979, 55212, 55905, 57805, 64326, 90865, 127544, 150684, 164832
Gene Ontology Biological Process	GO:0003283	atrial septum development	0.0557284529811781	0.220394554407582	-1.54761246778917	0.212755328122292	depleted	20	6	240936.75	90, 659, 1482, 6659, 6910, 27031
Gene Ontology Biological Process	GO:0044243	multicellular organismal catabolic process	0.0557501247338428	0.220394554407582	-0.67100573836845	0.511194191548744	depleted	75	11	148557.24	85007, 1278, 1282, 1285, 1295, 1302, 1306, 1310, 4313, 5184, 50509
Gene Ontology Biological Process	GO:0022904	respiratory electron transport chain	0.0559673439396242	0.221026464028256	-0.698420579295537	0.497370240611309	depleted	96	22	73861.5729166667	54205, 4698, 4724, 7386, 637, 1329, 1345, 1351, 4697, 4718, 4726, 4731, 6392, 9377, 10165, 10891, 10975, 11315, 27089, 51079, 51103, 374291
Gene Ontology Biological Process	GO:0045214	sarcomere organization	0.0559956558412348	0.221026464028256	-0.981056474166569	0.374914801746723	depleted	43	8	139136.162790698	4208, 1906, 80206, 1482, 5573, 9172, 91807, 283284
Gene Ontology Biological Process	GO:1903010	regulation of bone development	0.0561000195551757	0.221269113826568	-2.25756482997038	0.104604905581075	depleted	21	1	138724.571428571	9104
Gene Ontology Biological Process	GO:0071825	protein-lipid complex subunit organization	0.0561924971625333	0.221371376794634	-1.26462295201443	0.282345733963403	depleted	38	6	120327.578947368	338, 949, 2181, 3990, 7376, 9619
Gene Ontology Biological Process	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0567440344695768	0.223126885540051	-1.23115399820496	0.291955467120793	depleted	29	8	198052.551724138	338, 247, 4792, 5465, 7376, 9370, 9619, 10062
Gene Ontology Biological Process	GO:0051031	tRNA transport	0.0568127543890885	0.223226961076396	-1.41060674416134	0.243995195572033	depleted	35	8	84029.1428571429	9804, 5901, 8086, 9972, 23279, 53371, 81929, 129401
Gene Ontology Biological Process	GO:0007033	vacuole organization	0.0568987694728033	0.223394788211714	-0.457171622227796	0.633071681566575	depleted	160	35	96120.225	9066, 26100, 29911, 527, 1200, 2055, 2629, 4124, 5663, 7942, 8100, 8131, 8678, 9525, 10241, 11345, 23130, 23256, 29979, 51172, 54734, 55014, 55858, 57724, 60673, 64145, 64422, 65082, 80208, 83452, 89781, 90678, 128866, 134829, 157807
Gene Ontology Biological Process	GO:0042035	regulation of cytokine biosynthetic process	0.056978248456595	0.223433805016766	-0.604193594474936	0.546514961675518	depleted	97	25	125001.659793814	3578, 3625, 3635, 3662, 51311, 57336, 1054, 2625, 2693, 3315, 3565, 3593, 3659, 5553, 5724, 7057, 7098, 7099, 7124, 7189, 10394, 10643, 29110, 59067, 115650
Gene Ontology Biological Process	GO:0008589	regulation of smoothened signaling pathway	0.0570060357767574	0.223433805016766	-0.662778504546713	0.515417253931121	depleted	66	16	222394.5	6095, 5727, 27164, 2121, 2619, 5396, 5992, 6469, 6474, 8945, 22856, 51684, 54903, 57037, 79600, 92344
Gene Ontology Biological Process	GO:0006513	protein monoubiquitination	0.057038635628432	0.223433805016766	-0.829182201922786	0.436406032442723	depleted	59	11	121824.101694915	7323, 1642, 6500, 7314, 9978, 10016, 23429, 55120, 55284, 56254, 59349
Gene Ontology Biological Process	GO:0030834	regulation of actin filament depolymerization	0.0573481925488985	0.224305781167375	-0.942272604958188	0.389741100583648	depleted	49	12	95868.1020408163	5341, 830, 2934, 5962, 6709, 6711, 7429, 11034, 23384, 57731, 146206, 253725
Gene Ontology Biological Process	GO:0050866	negative regulation of cell activation	0.0574376929509146	0.224406242439732	-0.432303421439224	0.649012422523284	depleted	163	44	128945.282208589	1268, 639, 23240, 972, 3398, 3635, 3965, 5155, 5580, 7128, 8764, 56940, 18, 135, 301, 634, 836, 1840, 2241, 3142, 3565, 3659, 4067, 4846, 5573, 5621, 5777, 6375, 6469, 7040, 8379, 8995, 9984, 10062, 29126, 55824, 57162, 64092, 64844, 80380, 133396, 170692, 441478, 100507436
Gene Ontology Biological Process	GO:0006879	cellular iron ion homeostasis	0.0574608734760391	0.224406242439732	-0.994389172450464	0.369949350797554	depleted	46	10	113327.456521739	7037, 2512, 4609, 6647, 6717, 10058, 23479, 54583, 79901, 286133
Gene Ontology Biological Process	GO:0007350	blastoderm segmentation	0.0577026132981142	0.225009661379419	-1.88984901867218	0.15109461958062	depleted	18	3	273254.111111111	6926, 10409, 201164
Gene Ontology Biological Process	GO:0007339	binding of sperm to zona pellucida	0.0577489124789348	0.225015208583216	-1.72223750822608	0.178665933840637	depleted	34	5	61949.4411764706	6950, 10574, 10575, 10576, 22948
Gene Ontology Biological Process	GO:0002444	myeloid leukocyte mediated immunity	0.0579498436070957	0.225015208583216	-0.241692133531364	0.785297907233216	depleted	535	115	86173.1495327103	10814, 10562, 272, 960, 121260, 963, 1113, 1794, 2517, 2992, 3837, 3965, 4860, 5315, 5580, 5795, 5799, 6093, 6616, 6793, 8621, 10788, 23114, 28988, 201294, 203068, 178, 327, 527, 535, 567, 634, 718, 1075, 1084, 1088, 1118, 1432, 1476, 1512, 1535, 1654, 1669, 1915, 1938, 2171, 2219, 2241, 2512, 2934, 3136, 3320, 3326, 3565, 3916, 4067, 4126, 4718, 5553, 5663, 5695, 5701, 5702, 5709, 5718, 5724, 5777, 5788, 5870, 5878, 5880, 6037, 6278, 6372, 6374, 6386, 6515, 6709, 6727, 6813, 7077, 7414, 8288, 8514, 8566, 8635, 8826, 9588, 9798, 9861, 10125, 10383, 10394, 10396, 10576, 11333, 11334, 22931, 23352, 23406, 23593, 25852, 55832, 57153, 79980, 80331, 83858, 84522, 84766, 89777, 117194, 154664, 326624, 340061, 100049587
Gene Ontology Biological Process	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0580055589049161	0.225015208583216	-0.567203607212606	0.567109083171411	depleted	108	30	132486.592592593	5295, 3329, 3965, 5987, 6504, 7128, 26137, 1535, 2693, 3066, 3315, 3593, 4157, 5443, 5724, 6347, 6833, 7057, 7098, 7099, 8767, 9370, 9971, 10125, 10270, 11213, 29126, 54440, 55773, 64343
Gene Ontology Biological Process	GO:0045668	negative regulation of osteoblast differentiation	0.0580114050278535	0.225015208583216	-0.913680784065992	0.401045342674785	depleted	40	12	187981.95	3398, 5727, 9759, 4041, 4851, 7124, 10140, 10507, 25819, 51684, 117581, 221044
Gene Ontology Biological Process	GO:1902581	multi-organism cellular localization	0.0580142974865209	0.225015208583216	-0.816897937869057	0.441800022146137	depleted	68	20	79052.6323529412	3837, 6233, 7514, 7919, 2332, 3836, 3838, 3841, 5901, 7311, 7314, 7316, 8086, 9972, 9984, 23279, 53371, 79139, 81929, 129401
Gene Ontology Biological Process	GO:1902583	multi-organism intracellular transport	0.0580142974865209	0.225015208583216	-0.816897937869057	0.441800022146137	depleted	68	20	79052.6323529412	3837, 6233, 7514, 7919, 2332, 3836, 3838, 3841, 5901, 7311, 7314, 7316, 8086, 9972, 9984, 23279, 53371, 79139, 81929, 129401
Gene Ontology Biological Process	GO:0030878	thyroid gland development	0.0582298848076077	0.22549530287488	-1.80443553079313	0.164567323551017	depleted	24	3	122629.958333333	1482, 5894, 6469
Gene Ontology Biological Process	GO:0046488	phosphatidylinositol metabolic process	0.0583958515154204	0.225796451727434	-0.363427361268869	0.695289230309357	depleted	215	49	157661.809302326	5295, 5336, 3084, 9651, 118788, 1813, 3631, 3635, 5155, 5321, 5341, 5728, 9542, 23533, 1950, 3356, 3612, 3633, 3667, 4254, 5279, 5283, 5291, 8395, 8503, 8605, 8660, 8776, 8813, 8817, 8867, 8898, 9487, 9488, 9807, 9965, 10026, 11145, 22876, 23236, 23556, 29851, 54872, 55361, 57605, 83394, 84668, 146850, 376497
Gene Ontology Biological Process	GO:0006855	drug transmembrane transport	0.0585271334179833	0.225796451727434	-2.17853065137412	0.113207750145459	depleted	22	2	113167.409090909	8714, 55244
Gene Ontology Biological Process	GO:0036119	response to platelet-derived growth factor	0.0585309506162617	0.225796451727434	-1.91562818283244	0.147249304041896	depleted	20	5	172856.85	2241, 5962, 6347, 6714, 8826
Gene Ontology Biological Process	GO:0051220	cytoplasmic sequestering of protein	0.0585350769751184	0.225796451727434	-1.2966119959165	0.273456697767488	depleted	42	10	60288.1428571429	7114, 2901, 4792, 6717, 7205, 8740, 9113, 9817, 10956, 51684
